6 7 1
7 7 1
8 7 1
9 9 1
10 7 1
11 2 1
34 10 1
35 9 1
36 3 1
37 5 1
38 7 1
39 9 1
40 4 1
41 6 1
133 4 1
134 1 1
8106 3 1
8107 7 1
8108 5 1
8109 3 1
8110 8 1
8111 3 1
8112 7 1
8113 7 1
8114 7 1
8115 7 1

