Done counting NON-GRAND Authors

"Name","Count","Similar"
"A Arcelus","1",""
"Lionel Reveret","1",""
"K Waugh","1",""
"A Schumacher","1",""
"D Ste Marie","1",""
"E St Rose","1",""
"V Pion","1",""
"Dario Correal","1",""
"H Duff","1",""
"J Siegel","1",""
"C Onuczko","1",""
"S Gillis","1",""
"Francesco Bellotti","1",""
"William R  Bobier","1",""
"IP  Howard","1",""
"Eric Saund","1",""
"D. Pinelle","1",""
"M.A. Nacenta","1",""
"Zhuo, X","1",""
"Julia Madej","1",""
"Kevin Murphy","1",""
"H. Saadawi","1",""
"Mark Grimshaw","1",""
"Celine Cressman","1",""
"Anna Needs","1",""
"Keshner E","1",""
"Weiss PL","1",""
"Philip Beesley","1",""
"Julie Amoroso","1",""
"Tracy Thain","1",""
"Lauren barhardt","1",""
"Geoffrey Thun","1",""
"Kathy Velikov","1",""
"Kevin Muise","1",""
"Vincent Aleven","1",""
"Andrea Carey","1",""
"Stefania Serafin","1",""
"Federico Fontana","1",""
"S  Cristanch","1",""
"Junia  Anacleto","1",""
"A  Monclou","1",""
"O  Lapteva","1",""
"I  Steinicke","1",""
"M  Brauer","1",""
"F  Moussa","1",""
"Rishi Rajalingham","1",""
"Bipin Desai","1",""
"Chadwick Wingrave","1",""
"Barbara Lewandowska-Tomaszczyk","1",""
"Feldman AG, Goussev V, Sangole A, Levin MF","1",""
"LEVIN M F","1",""
"SUBRAMANIAN S","1",""
"MAGDALON E C","1",""
"KNAUT L A M","1",""
"Laura Murray","1",""
"Bob Hearn","1",""
"Vadim Bulitko","1",""
"Michael Black","1",""
"Hedvig Sidenbladh","1",""
"The Electric Company","1",""
"Michael Bowling","1",""
"H  James Hoover","1",""
"John Rieser","1",""
"Sushrut Pavanaskar","1",""
"Sara McMains","1",""
"Wibke Kraft","1",""
"Don McKay","1",""
"Ben Spencer","1",""
"Joëlle Rouleau","1",""
"Derek Kaplan","1",""
"Adil Kassam","1",""
"Ian Downey","1",""
"Giorgio Magnanensi","1",""
"Atwater Public Library and Computer Centre","1",""
"Lauren Burr","1",""
"Kirsty Beaton","1",""
"Zoe Briscoe","1",""
"Owen Leach","1",""
"Rahul Budhiraja","1",""
"Jia Wang","1","Jack Wang"
"Patti Harper","1",""
"Rory Clifford","1",""
"Daiki Matsuda","1",""
"Benny Chan","1",""
"Gun Lee","1",""
"Rob Lindeman","1",""
"Steven Fai","1",""
"Kent Stevens","1",""
"Michels Anton","1",""
"Joel Daignault","1",""
"Nicolas Cattanéo","1",""
"ashraf Matrawy","1",""
"Conrad Ng","1",""
"Don Doiron","1",""
"Bryan Crocker","1",""
"Calvino Cheng","1",""
"Aurelia DiSanto","1",""
"Melanie Panitch","1",""
"M Bonaventura","1",""
"Ben Thompson","1",""
"R. Abugharbieh","1",""
"V. Sanchez","1",""
"Trevor Knight","1",""
"Nordahl Mabire","1",""
"H  Jenkins","1",""
"M  Barkoulas","1",""
"G  Bilsborough","1",""
"Diego Cantor","1",""
"R. Konarski","1",""
"A. Pritchard Orr","1",""
"Ian Howard","1",""
"Eelke Folmer","1",""
"K. Keiver","1",""
"S. Clarren","1",""
"B. Khaleel","1",""
"M. Gaetz","1",""
"S. Dunne","1",""
"A  Hasson","1",""
"C  Galinha","1",""
"Parisa Naeimi","1",""
"Amelia Bryne","1",""
"Rebecca Titman","1",""
"Angelina Paolozza","1",""
"Marie Brien","1",""
"Robert F  Hess","1",""
"Peng Zhang","1","Peng Wang"
"Joanne M  Black","1",""
"Benjamin Thompson","1",""
"Eugene Zhang","1",""
"Julian Looser","1",""
"M  Tsiantis","1",""
"Angela Hay","1",""
"P  Laufs","1",""
"Stephan Schuhmann","1",""
"Klaus Herrmann","1",""
"Gonzalo Ramos","1",""
"Jill Kedersha McClay","1",""
"Kurt Rothermel","1",""
"Russell Taylor","1",""
"Alessandro Canossa","1",""
"Holly Tesler","1",""
"Sergi Jordà","1",""
"Ylva Fernaeus","1",""
"P  Mosterman","1",""
"Jarice Hanson","1",""
"Paul M.A. Baker","1",""
"Marcelo Zuffo","1",""
"Debbie Chaves","1",""
"Craig Macdonald","1",""
"Marcos Borges","1",""
"Adriana Vivacqua","1",""
"Aleks Krotoski","1",""
"Liam Kauffman","1",""
"Kathryn Church","1",""
"Pedro Campos","1",""
"Joaquim Jorge","1",""
"Marco Winckler","1",""
"Philippe Palanque","1",""
"Nuno Nunes","1",""
"Sara Diamond","1",""
"Caitlin Fisher","1",""
"T. Zickler","1",""
"T. Gevers","1",""
"Yi Ma","1",""
"P  H  S  Torr","1",""
"J. van de Weijer","1",""
"Davis Marques","1",""
"Zachary O. Toups","1",""
"Derek L. Hansen","1",""
"Elizabeth M. Bonsignore","1",""
"S  Seitz","1",""
"Alexandra Woods","1",""
"Kori Inkpen Quinn","1",""
"Marc Latoschik","1",""
"Jaeyeon Jung","1",""
"Regina Bernhaupt","1",""
"Sarah Brouillette","1",""
"Jenna Stidwell","1","Jenna Stidwill"
"Adrien Robertson","1",""
"Sara Jamieson","1",""
"Kajeandra Ravichandiran","1",""
"Evelyne Hubert","1",""
"J. E. Colgate","1",""
"Philipe Pasquier","1",""
"Neil Dodgson","1",""
"Saleem Dubbous","1","Saleem Dabbous"
"M.  Peshkin","1",""
"Bobby Bodenheimer","1",""
"Wataru Teramoto","1",""
"Peng Peng","1",""
"Betsy Williams","1",""
"R. Rajalingham","1",""
"Daniel Cohen-Or","1",""
"V Furlan","1",""
"Siniša Kolarić","1",""
"K. Muise","1",""
"V Boscart","1",""
"Qian Zheng","1","Bin Zheng"
"Baoquan Chen","1",""
"Andrea Tagliasacchi","1",""
"Andrei Sharf","1",""
"Graham W. Taylor","1",""
"Geoff Hinton","1",""
"Katherine Mancuso","1",""
"Jennifer Cole","1",""
"Richard overington","1",""
"Philippe Beaudoin","1",""
"Alejandra Ospina","1",""
"Ian South-Dickinson","1",""
"J. Hoffmann","1",""
"H. Nakhost","1",""
"Chris Wolfe","1",""
"R. Segal","1",""
"B. Arneson","1",""
"J.P. Udo","1",""
"Ryan Stedman","1",""
"Q.V. Vy","1",""
"Chris Wang","1",""
"Zhiduo Liu","1",""
"M. Enzenberger","1",""
"Tovi Grossman","1",""
"Zhaochen Guo","1",""
"John S. Whissell","1",""
"F. Heide","1",""
"Tsung-Hsien Wang","1",""
"Valorie Crooks","1",""
"Scott Lear","1",""
"John Esdaile","1",""
"Zach Kron","1",""
"Raymong Huang","1","Raymond Huang"
"yukari seko","1",""
"alexandra bal","1",""
"Elisabeth Coleman","1","Elizabeth Coleman"
"Jacek Kopek","1",""
"Antoni Abad","1",""
"Murray Goulden","1",""
"Robert Dingwall","1",""
"Stuart Reeves","1",""
"Erin Solovey","1",""
"Jeffrey Heer","1",""
"Ricardo Almeida","1",""
"Anoop Sarkar","1",""
"David Darville","1",""
"megan boler","1",""
"Angela Eckhoff","1",""
"D. Dansereau","1",""
"Marina Gavrilova","1",""
"Lakin Wecker","1",""
"Mesut Kirci","1",""
"N. Brock","1",""
"Jesse Lawrence","1",""
"Robert J.K. Jacob","1",""
"Erin Treacy Solovey","1",""
"Stefanie Hahmann","1",""
"R.M. Baecker","1",""
"JR Steinerman","1",""
"David Dittrich","1",""
"Joseph Bonneau","1",""
"Tiffany Lee","1",""
"Stuart Schechter","1",""
"Florian Canezin","1",""
"Marie Mette","1",""
"David Clarke","1","David Parker"
"Cédric Zanni","1",""
"Ananth Ranganathan","1",""
"Ramgopal Rajagopalan","1",""
"A Dubrowski","1",""
"Jonathan Lau","1",""
"Maged Goubran","1",""
"Ali Khan","1",""
"Sebastien Delorme","1",""
"Di Jiang","1",""
"Neil Guppy","1",""
"Peter Organisciak","1",""
"Jordan Hovdebo","1",""
"P Chigeza","1",""
"Roger Wilkinson","1",""
"Kylie Peppler","1",""
"Yasmin Kafai","1",""
"Megan Boler","1",""
"Sarah Rogers","1",""
"Ozgur Turetken","1",""
"Risa Sorin","1",""
"marni binder","1",""
"Emma Wastecott","1","Emma Westecott"
"Artym","1",""
"William F  Thompson","1",""
"Harrison Andrews","1",""
"Farjana Z. Eishita","1","Farjana Eishita"
"Nadya Calderon","1",""
"Philip Krynicki","1","Filip Krynicki"
"Monika Brumar","1",""
"Albert Bushara","1",""
"Kyle Zeeuwen","1",""
"Charlie Jiao","1",""
"Gordon Tan","1","Gordon Tao"
"Christian Desrosiers","1",""
"Joaquim Bento","1",""
"Ron Dembo","1",""
"Feldman A.G., Levin M.F, Johnstone E.","1",""
"Fraser Shein","1",""
"Paul Newton","1",""
"Andre Ducette","1","Andre Doucette"
"Creto Vidal","1",""
"Victor Zordan","1",""
"Rubens Nunes","1",""
"Myron Groover","1",""
"Reza Rajabiun","1",""
"R.J. Zatorre","1",""
"G. Longo","1",""
"V. N. Salimpoor","1",""
"Allan D. Jepson","1",""
"Marcus Trenton","1",""
"Joshua Friesen","1",""
"M. Levine","1",""
"Q. Xiao","1",""
"Curtis Onuczko","1",""
"Leandro C. Oliveira","1",""
"Richard Bartels","1",""
"Prabir Bhattacharya","1",""
"Thiruvengadam Radhakrishnan","1",""
"Evangelos Kalogerakis","1",""
"Richard Pusch","1",""
"Tim Pelton","1",""
"Justine Yang","1","Justin Tan"
"Leah Findlater","1",""
"Lucy Pullen","1",""
"Kevin P. Murphy","1",""
"Andrew Baker","1",""
"Cristian Linte","1",""
"Alyson Young","1",""
"Wendy Foster","1",""
"P.C. van Oorschot","1",""
"James White","1",""
"Gerard Guiraudon","1",""
"John Whissell","1",""
"Evgeny Maksakov","1",""
"Masamichi Sugihara","1",""
"N.R. Sturtevant","1",""
"J.R. Long","1",""
"Rob Faludi","1",""
"Marcus Magnor","1",""
"H. P. A. Lensch","1",""
"Z. Hyatt","1",""
"Eric Yim","1",""
"Sang Mah","1",""
"Hamid Maygoli","1",""
"William Gaudet","1",""
"Michael Haller","1",""
"T  Seifried","1",""
"Shane Dunne","1",""
"B  Khaleel","1",""
"A  Pritchard Orr","1",""
"K  Keiver","1",""
"M  Gaetz","1",""
"Jim Drake","1",""
"L  Lillakas","1",""
"R  Babu","1",""
"E L  Irving","1",""
"C P  Bertram","1",""
"R Kizony","1",""
"Arnim Weik","1",""
"Donna Lockett","1",""
"Nancy Edwards","1",""
"Sonia Talwar","1",""
"Pamela J  McKenzie","1",""
"D Rand","1",""
"PL (T) Weiss","1",""
"B L  Giordano","1",""
"S  Guthrie","1",""
"L M  Wilcox","1",""
"Jurgen Scheible","1",""
"Jeffrey Bardzell","1",""
"Altieri Youngsuk","1",""
"Heekyoung Jung","1",""
"Eric Paulos","1",""
"Xiaolin Zhou","1",""
"Katherine J. Kuchenbecker","1",""
"John Zhou","1",""
"Justine Yu","1",""
"brian kingsbury","1",""
"Tara Sainath","1",""
"Li Deng","1",""
"Rachel Crowe","1",""
"M  Stone","1",""
"Dong Yu","1",""
"Navdeep Jaitly","1",""
"patrick nguyen","1",""
"vincent Vanhoucke","1",""
"Andrew senior","1",""
"Paulette Guitard","1",""
"M Vaugoyeau","1",""
"Baining Guo","1",""
"Q  Liu","1",""
"Erik Viirre","1",""
"Tzyy-Ping Jung","1",""
"Rachel Mark","1",""
"Gabe Nespoli","1",""
"E Gisel","1",""
"P McKinley","1",""
"S Schneiberg","1",""
"Shawn Wing","1",""
"Klaus Gramann","1",""
"Patricio Simari","1",""
"Niloy J  Mitra","1",""
"Roland Memisevic","1",""
"Martin S  Banks","1",""
"Jenny R  Read","1",""
"Sangani SG, Raptis HA, Feldman AG","1",""
"Marcelo  Gutierrez-Alcaraz","1",""
"Simon J  Watt","1",""
"N Mayo","1",""
"Bin Zhou","1",""
"Z  Qi","1",""
"Jim Hanan","1",""
"Alla Seleznyova","1",""
"Mikolaj Cieslak","1",""
"Paul Johns","1",""
"David Ahlstroem","1",""
"P-Y Chabeauti","1",""
"C Assaiante","1",""
"Tony Maygoli","1",""
"Stephen Bohus","1","Stephen Brooks"
"Petr Cizek","1",""
"B  Thompson","1",""
"R  F  Hess","1",""
"J  M  Black","1",""
"Jock Given","1",""
"Aravind Namasivayam","1",""
"Cam Campbell","1",""
"Narine Neil","1",""
"Talya Wolff","1",""
"Alexandre Beaudoin","1",""
"Jean Dubois","1",""
"Nick Bansback","1",""
"Sydney Lineker","1",""
"Richard Smith","1",""
"Antonio Avina-Zubieta","1",""
"Catherine Jones","1",""
"Bernie Garrett","1",""
"Marie Westby","1",""
"Michael Negraeff","1",""
"Tarnia Taverner","1",""
"Wendy Norman","1",""
"Jessica Coccimiglio","1",""
"Marcia Aguera","1",""
"Andrew Ho","1",""
"Bill Kaprlaos","1","Bill Kapralos"
"Matthew Allen","1",""
"Sora Park","1",""
"Jason Procyk","1",""
"Avner Levin","1",""
"Chun Liu","1",""
"William Johnston","1",""
"Deborah Marshall","1",""
"Mark Langer","1",""
"Peter Hodgins","1",""
"Bernard Perron","1",""
"Jonathan Lester","1",""
"Paul Theberge","1",""
"Donald Crafton","1",""
"Julia Polleti","1",""
"Lil Blume","1",""
"Miranda Brady","1",""
"Cynthia Kuo","1",""
"Bridget Moran","1",""
"Antoine Maisonhaute","1",""
"Jennifer Grek Martin","1",""
"Leslie Regan Shade","1",""
"Jeff Biggar","1",""
"Laura E. Briggs","1",""
"Adam Jacobs","1",""
"Cassandra D. Ball","1",""
"Cameron Hoffman","1",""
"David Holdsworth","1",""
"Damir Matic","1",""
"Zhangbo Liu","1",""
"Michalis Barkoulas","1",""
"Gemma Bliborough","1",""
"W. Michael Irwin","1",""
"Micahel Longford","1","Michael Longford"
"Xiaolin Zhuo","1",""
"Ying-Ting Hsiao","1",""
"Zack Settel","1",""
"Meghan Deutscher","1",""
"Avrim Katzman","1",""
"Devin Harris","1",""
"Kevin Lachapelle","1",""
"Paul Salvini","1",""
"Kee, Kevin","1",""
"Jan Smeddinck","1",""
"Marc Herrlich","1",""
"Su Skerl","1",""
"Rainer Malaka","1",""
"Markus Krause","1",""
"Michael J. Stern","1",""
"Jessica L. Collins","1",""
"Jackie Chi Kit Cheung","1",""
"Sarah Le Huray","1",""
"Howard Feldman","1",""
"Lynn Beatie","1",""
"Radoslaw Karwowski","1",""
"Steve Engels","1",""
"Daniel Patel","1",""
"Emilio Vital Brazil","1",""
"Adam Bargteil","1",""
"Robin Ging-Yuek Hsiung","1",""
"Hyunsoo Lee","1",""
"Pauline van Der Berg","1",""
"Matthas Kowald","1",""
"Juan Antonio Carrasco","1",""
"Steve Gedeon","1",""
"Shahriar Mirabbasi","1",""
"Ummaha Tul-Hazra","1",""
"Joanne McNeish","1",""
"Shahiar Mirabbasi","1",""
"David Cornell","1",""
